voyageid,yearam,rig,shipname,captaina,slaximp,mjselimp,tslavesd,arrport,sla1port,slaarriv,sladvoy,vymrtimp,vymrtrat,slamimp,fate,fate2,fate3,fate4,sladamer,adpsale1,adpsale2,captainb,placcons,placreg,yrcons,yrreg,regarr,regdis1,regdis2,regdis3,regem1,regem2,regisreg,constreg,portdep,datedepa,datedepb,datedepc,crew,crew2,crew3,d1slatra,d1slatrb,d1slatrc,datarr32,datarr33,datarr34,datarr36,datarr37,datarr38,datarr39,datarr40,datarr41,date_buy1,date_leftafr,date_land1,date_land2,date_land3,dlslatra,dlslatrb,dlslatrc,voyage,voy2imp,guns,majbuypt,mjbyptimp,majbyimp,majbyimp1,majselpt,mjslptimp,mjselimp1,national,natinimp,ncar13,ncar15,npprior,ownera,ownerb,ownerc,ownerd,ownere,ownerf,ownerg,ownerh,resistance,slas32,slas36,slas39,sourcea,sourceb,sourcec,sourced,sourcee,tonnage,men1,women1,boy1,girl1,infant1,adult1,child1,male1,female1,adlt1imp,chil1imp,male1imp,feml1imp,slavema1,slavemx1,slavmax1,menrat1,womrat1,boyrat1,girlrat1,malrat1,chilrat1,men3,women3,boy3,girl3,infant3,adult3,child3,male3,female3,adlt3imp,chil3imp,male3imp,feml3imp,slavema3,slavemx3,slavmax3,menrat3,womrat3,boyrat3,girlrat3,malrat3,chilrat3,men7,women7,boy7,girl7,infant7,adult7,child7,male7,female7,slavema7,slavemx7,slavmax7,menrat7,womrat7,boyrat7,girlrat7,malrat7,chilrat7,year5,year10,year25,year100,voyageID2,AFRINFO,Other_Cargo,COMMENTS,filter_$
100073,1718,Sloop,Rachel,"Dennis, Jonathan",19,South Carolina, , ,Charleston,18, , , ,18,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,12,3,1718, , , , , , , , ,3/12/1718, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/508, , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1716-20,years 1711-20,years 1701-25,1700, , , , ,Selected
100079,1718,Sloop,Neptune,"Masters, John",22,South Carolina, , ,Charleston,21, , , ,21,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , , , ,1718, , , , , , , , , , , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/508, , , , ,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1716-20,years 1711-20,years 1701-25,1700, , , , ,Selected
100090,1719,Sloop,George,"Pope, Thomas",7,South Carolina, , ,Charleston,6, , , ,6,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,2,3,1719, , , , , , , , ,3/2/1719, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/508, , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1716-20,years 1711-20,years 1701-25,1700, , , , ,Selected
100097,1719,Sloop,Poetty,"Stoffard, John",23,South Carolina, , ,Charleston,22, , , ,22,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,27,8,1719, , , , , , , , ,8/27/1719, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/508, , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1716-20,years 1711-20,years 1701-25,1700, , , , ,Selected
100098,1719,Sloop,Greyhound,"Baker, Francis",4,South Carolina, , ,Charleston,3, , , ,3,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,30,8,1719, , , , , , , , ,8/30/1719, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/508, , , , ,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1716-20,years 1711-20,years 1701-25,1700, , , , ,Selected
100100,1719,Ship,Elizabeth,"Long, George",49,South Carolina, , ,Charleston,48, , , ,48,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,2,9,1719, , , , , , , , ,9/2/1719, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/508, , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1716-20,years 1711-20,years 1701-25,1700, , , , ,Selected
100103,1722,Barque,Hampton,"Andrews, Benjamin",3,South Carolina, , ,Charleston,2, , , ,2,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,9,2,1722, , , , , , , , ,2/9/1722, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1721-25,years 1721-30,years 1701-25,1700, , , , ,Selected
100105,1723,Pink,James,"Colly, James",8,South Carolina, , ,Charleston, , , , ,7,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,18,12,1723, , , , , , , , ,12/18/1723, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1721-25,years 1721-30,years 1701-25,1700, , , , ,Selected
100106,1723,Brig,Mary, ,2,South Carolina, , ,Charleston,1, , , ,1,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,24,12,1723, , , , , , , , ,12/24/1723, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1721-25,years 1721-30,years 1701-25,1700, , , , ,Selected
100115,1727,Sloop,Bumper,"Smith, William",7,South Carolina, , ,Charleston,6, , , ,6,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,24,1,1727, , , , , , , , ,1/24/1727, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1726-30,years 1721-30,years 1726-50,1700, , , , ,Selected
100116,1727,Sloop,Dragon,"Strong, William",7,South Carolina, , ,Charleston,6, , , ,6,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,28,2,1727, , , , , , , , ,2/28/1727, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1726-30,years 1721-30,years 1726-50,1700, , , , ,Selected
100117,1727,Sloop,Palmer,"Palmer, Robert",7,South Carolina, , ,Charleston,6, , , ,6,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,13,3,1727, , , , , , , , ,3/13/1727, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1726-30,years 1721-30,years 1726-50,1700, , , , ,Selected
100118,1727,Sloop,Prince Frederick,"Whittier, Thomas",9,South Carolina, , ,Charleston,8, , , ,8,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, ,New York, , ,"Connecticut, port unspecified","South Carolina, port unspecified",1722,1724, ,South Carolina,New York, ,Jamaica, ,South Carolina,Connecticut, , , , , , ,5, , , ,29,3,1727,19,4,1727, , , , , ,3/29/1727,4/19/1727, , , , , , ,0,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean, ,Charleston,Mainland North America,Great Britain,Great Britain, , , ,"Duharick, Benjamin","Hargrove, Henry", , , , , , , , , , ,"CO 5/509, 62","CO 5/1224, 58", , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1726-30,years 1721-30,years 1726-50,1700, , ,"rice, pitch, European goods", ,Selected
100119,1727,Sloop,Bumper,"Smith, William",3,South Carolina, , ,Charleston,2, , , ,2,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,22,5,1727, , , , , , , , ,5/22/1727, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1726-30,years 1721-30,years 1726-50,1700, , , , ,Selected
100136,1732,Brig,Wando,"Baker, Rich",16,South Carolina, , ,Charleston,15, , , ,15,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,17,2,1732, , , , , , , , ,2/17/1732, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1731-35,years 1731-40,years 1726-50,1700, , , , ,Selected
100144,1732,Brig,Wando,"Cartnell, Robert",6,South Carolina, , ,Charleston,5, , , ,5,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,17,8,1732, , , , , , , , ,8/17/1732, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1731-35,years 1731-40,years 1726-50,1700, , , , ,Selected
100149,1733,Brig,Pineapple,"Sigourney, Andrew",12,South Carolina, , ,Charleston,11, , , ,11,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,1,3,1733, , , , , , , , ,3/1/1733, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1731-35,years 1731-40,years 1726-50,1700, , , , ,Selected
100150,1733, ,Retrieve,"Walker, Thomas",13,South Carolina, , ,Charleston, , , , ,12,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,2,6,1733, , , , , , , , ,6/2/1733, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,"Donnan,IV,278", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1731-35,years 1731-40,years 1726-50,1700, ,Gold Coast, , ,Selected
100154,1734,Brig,Pineapple,"Sigourney, Andrew",7,South Carolina, , ,Charleston,6, , , ,6,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,12,1,1734, , , , , , , , ,1/12/1734, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1731-35,years 1731-40,years 1726-50,1700, , , , ,Selected
100156,1734,Ship,Dorset,"Oliver, William",40,South Carolina, , ,Charleston,39, , , ,39,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,15,2,1734, , , , , , , , ,2/15/1734, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1731-35,years 1731-40,years 1726-50,1700, , , , ,Selected
100157,1734,Brig,John,"Ford, William",14,South Carolina, , ,Charleston,13, , , ,13,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,16,2,1734, , , , , , , , ,2/16/1734, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1731-35,years 1731-40,years 1726-50,1700, , , , ,Selected
100161,1734,Sloop,Retrieve,"Rivers, Robert",13,South Carolina, , ,Charleston,12, , , ,12,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,18,4,1734, , , , , , , , ,4/18/1734, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1731-35,years 1731-40,years 1726-50,1700, , , , ,Selected
100175,1734,Sloop,Retrieve,"Waller, Thomas",3,South Carolina, , ,Charleston,2, , , ,2,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,2,11,1734, , , , , , , , ,11/2/1734, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1731-35,years 1731-40,years 1726-50,1700, , , , ,Selected
100178,1735,Ship,Westbury,"Conssius, Mathias",5,South Carolina, , ,Charleston,4, , , ,4,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,20,1,1735, , , , , , , , ,1/20/1735, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1731-35,years 1731-40,years 1726-50,1700, , , , ,Selected
100180,1735,Sloop,Exeter,"Smith, Henry",10,South Carolina, , ,Charleston,9, , , ,9,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,11,2,1735, , , , , , , , ,2/11/1735, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1731-35,years 1731-40,years 1726-50,1700, , , , ,Selected
100181,1735,Ship,Seahorse,"Arnold, Owen",11,South Carolina, , ,Charleston,10, , , ,10,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,12,2,1735, , , , , , , , ,2/12/1735, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,140, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1731-35,years 1731-40,years 1726-50,1700, , , , ,Selected
100182,1735,Sloop,Neptune,"Lightwood, Edward",37,South Carolina, , ,Charleston,36, , , ,36,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,21,3,1735, , , , , , , , ,3/21/1735, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1731-35,years 1731-40,years 1726-50,1700, , , , ,Selected
100183,1735,Snauw,Francis and Ann,"Cox, John",4,South Carolina, , ,Charleston,3, , , ,3,Sold slaves in Americas - subsequent fate unknown,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , , ,South Carolina, , ,Jamaica, , , , , , , , , , , , , ,18,4,1735, , , , , , , , ,4/18/1735, , , , , , , , ,"Jamaica, port unspecified","Jamaica, port unspecified",Jamaica,Caribbean,Charleston,Charleston,Mainland North America, ,Great Britain, , , , , , , , , , , , , , , ,CO 5/509, , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1731-35,years 1731-40,years 1726-50,1700, , , , ,Selected
